country,sku_config,product_name,main_category,sec_category,brand,selling_price,items_sold,product_link,ranking
KE,PE754OT12DQDYNAFAMZ,Maize Meal – 2Kg,Food cupboard,Cooking & Baking,Pembe,119,3039,https://www.jumia.co.KE/43166446.html?seller_product=1,1
KE,SO771FF0MD80YNAFAMZ,Maize Meal - 2Kg,Food cupboard,Cooking & Baking,Soko,118,2752,https://www.jumia.co.KE/28486573.html?seller_product=1,2
KE,ME104CP1N6B80NAFAMZ,Cream Bar Soap - 1kg,Laundry,Detergent Pacs & Tablets,Menengai,160,2552,https://www.jumia.co.KE/42819399.html?seller_product=1,1
KE,SO771FF0MD80YNAFAMZ,Maize Meal - 2Kg,Food cupboard,Cooking & Baking,Soko,116,2062,https://www.jumia.co.KE/28486573.html?seller_product=1,3
KE,PE754FF0395P2NAFAMZ,All Purpose Home Baking Flour - 2Kg,Food cupboard,Cooking & Baking,Pembe,143,1945,https://www.jumia.co.KE/43166450.html?seller_product=1,4
KE,KA729OT1L91HANAFAMZ,Premium White Sugar – 2kg,Food cupboard,Cooking & Baking,Kabras,246,1887,https://www.jumia.co.KE/43995169.html?seller_product=1,5
KE,DA410DB0RJ1F2NAFAMZ,Fino Milk 500ml – Pack of 12,Food cupboard,Cooking & Baking,DAIMA,545,1708,https://www.jumia.co.KE/43973264.html?seller_product=1,6
KE,KA729OT1L91HANAFAMZ,Premium White Sugar – 2kg,Food cupboard,Cooking & Baking,Kabras,250,1617,https://www.jumia.co.KE/43995169.html?seller_product=1,7
KE,PE754OT12DQDYNAFAMZ,Maize Meal – 2Kg,Food cupboard,Cooking & Baking,Pembe,122,1261,https://www.jumia.co.KE/43166446.html?seller_product=1,8
KE,KC223DB10EOCSNAFAMZ,Gold Crown Long Life Milk 500ml fino - Pack of 12,Food cupboard,Cooking & Baking,KCC,590,1229,https://www.jumia.co.KE/42905116.html?seller_product=1,9
KE,DO713FF0EJH6INAFAMZ,All Purpose Home Baking Flour - 2Kg,Food cupboard,Cooking & Baking,Dola,139,1208,https://www.jumia.co.KE/45332442.html?seller_product=1,10
KE,KA729OT1FAPFINAFAMZ,Premium White Sugar – 1kg,Food cupboard,Cooking & Baking,Kabras,132,1031,https://www.jumia.co.KE/43995168.html?seller_product=1,11
KE,KA729OT1FAPFINAFAMZ,Premium White Sugar – 1kg,Food cupboard,Cooking & Baking,Kabras,125,1009,https://www.jumia.co.KE/43995168.html?seller_product=1,12
KE,PE754FF0395P2NAFAMZ,All Purpose Home Baking Flour - 2Kg,Food cupboard,Cooking & Baking,Pembe,146,936,https://www.jumia.co.KE/43166450.html?seller_product=1,13
KE,EX715FF17SVBYNAFAMZ,All-Purpose Fortified Wheat Flour 2Kg {2pcs},Food cupboard,Cooking & Baking,Exe,254,702,https://www.jumia.co.KE/26407537.html?seller_product=1,14
KE,JO728OT0IBUCINAFAMZ,Maize Meal - 2Kg,Food cupboard,Cooking & Baking,Jogoo,112,629,https://www.jumia.co.KE/43658703.html?seller_product=1,15
KE,DR647ST1CHVZQNAFAMZ,Vitamin C Brightening & Anti-Aging Face Serum -50ml.,Beauty & perfumes,Facial skincare,Dr. Rashel,280,627,https://www.jumia.co.KE/28165418.html?seller_product=1,1
KE,BR364FF0PD935NAFAMZ,All Purpose Home Baking Wheat Flour,Food cupboard,Cooking & Baking,Golden,131,613,https://www.jumia.co.KE/50780624.html?seller_product=1,16
KE,EX715OT15HLS2NAFAMZ,All Purpose Flour 2Kg,Food cupboard,Cooking & Baking,Exe,138,610,https://www.jumia.co.KE/43658696.html?seller_product=1,17
KE,SO771OT1F18ERNAFAMZ,Home Baking Flour 2kg Soko,Food cupboard,Cooking & Baking,Soko,137,606,https://www.jumia.co.KE/17971758.html?seller_product=1,18
KE,FA113MW07ZQ4MNAFAMZ,4Pairs Finest Cotton Freesize Unisex Plain Invisible Socks,Men's accessories,Socks,Fashion,158,587,https://www.jumia.co.KE/43142431.html?seller_product=1,1
KE,NU749OT117F8MNAFAMZ,Packed Sugar – 1Kg,Food cupboard,Cooking & Baking,Nutrameal,128,587,https://www.jumia.co.KE/43129426.html?seller_product=1,19
KE,EX715OT15HLS2NAFAMZ,All Purpose Flour 2Kg,Food cupboard,Cooking & Baking,Exe,145,579,https://www.jumia.co.KE/43658696.html?seller_product=1,20
KE,DA410DB0QXLTANAFAMZ,Fino Milk – 500ml,Food cupboard,Cooking & Baking,DAIMA,47,559,https://www.jumia.co.KE/43973254.html?seller_product=1,21
KE,TO509OT0MAIDHNAFAMZ,Sensitive Detergent Powder Plastic Container - 1kg,Household care,House Hold Sundries,Toss,188,545,https://www.jumia.co.KE/52914473.html?seller_product=1,1
KE,NU749OT0V936UNAFAMZ,Packed Sugar – 2Kg,Food cupboard,Cooking & Baking,Nutrameal,253,523,https://www.jumia.co.KE/43129425.html?seller_product=1,22
KE,EX715OT1BFXTUNAFAMZ,Mandazi 2Kg,Food cupboard,Cooking & Baking,Exe,149,512,https://www.jumia.co.KE/43658697.html?seller_product=1,23
KE,TO971FF0I3UOONAFAMZ,Vegetable Oil - 2ltr,Food cupboard,Cooking & Baking,Top Fry,535,492,https://www.jumia.co.KE/42821403.html?seller_product=1,24
KE,TO498FF1CJPH9NAFAMZ,Poa Toilet Paper White 10 Pack Unwrapped,Household care,House Hold Sundries,Toilex,124,476,https://www.jumia.co.KE/35014518.html?seller_product=1,2
KE,JO728OT0IBUCINAFAMZ,Maize Meal - 2Kg,Food cupboard,Cooking & Baking,Jogoo,110,474,https://www.jumia.co.KE/43658703.html?seller_product=1,25
KE,DO713FF0GYHCUNAFAMZ,Maize Meal 2Kg,Food cupboard,Cooking & Baking,Dola,130,469,https://www.jumia.co.KE/45628482.html?seller_product=1,26
KE,HP246EA05K995NAFAMZ,32GB Metallic Flash Disk Pen Drive +Free OTG Cable,Computing,Storage,HP,599,467,https://www.jumia.co.KE/39134390.html?seller_product=1,1
KE,PE754OT1HTUU2NAFAMZ,Maize Meal – 1Kg,Food cupboard,Cooking & Baking,Pembe,61,454,https://www.jumia.co.KE/43621409.html?seller_product=1,27
KE,FA113FC10EUT8NAFAMZ,Ladies Handbags Women Tote Shoulder Bags Set Wallet 4 In 1-Pink,Women's accessories,Bags,Fashion,899,452,https://www.jumia.co.KE/29295116.html?seller_product=1,1
KE,NU749OT19CAQXNAFAMZ,Sugar - 2kg.,Food cupboard,Cooking & Baking,Kabras,236,450,https://www.jumia.co.KE/12565167.html?seller_product=1,28
KE,TO971FF0676L4NAFAMZ,Vegetable Oil - 3ltr,Food cupboard,Cooking & Baking,Top Fry,815,442,https://www.jumia.co.KE/42821401.html?seller_product=1,29
KE,GE840EA1NGRGFNAFAMZ,"14""-42"" TV Flat Panel Wall Bracket Holder Black","TVs, Audio and Video",TVs & Video Accessories,Generic,249,435,https://www.jumia.co.KE/32497899.html?seller_product=1,1
KE,MU351DR1A3VRMNAFAMZ,"Soda Coke, Fanta Orange, Sprite, Fanta Passion - 2 Litre",Food cupboard,Cooking & Baking,Multipack,645,432,https://www.jumia.co.KE/47434477.html?seller_product=1,30
KE,ME104HB0Z5SAXNAFAMZ,Detergent Cream Bar Soap - 800g,Laundry,Detergent Pacs & Tablets,Menengai,119,421,https://www.jumia.co.KE/12565095.html?seller_product=1,2
KE,GA297ST0P1A0HNAFAMZ,Even & Matte Dark Spot Corrector,Beauty & perfumes,Facial skincare,GARNIER,599,417,https://www.jumia.co.KE/33005024.html?seller_product=1,2
KE,GA297HB0QY9Z8NAFAMZ,Skin Active Pure Charcoal Black Tissue Face Mask,Beauty & perfumes,Facial skincare,GARNIER,180,413,https://www.jumia.co.KE/25296254.html?seller_product=1,3
KE,NU749OT117F8MNAFAMZ,Packed Sugar – 1Kg,Food cupboard,Cooking & Baking,Nutrameal,127,407,https://www.jumia.co.KE/43129426.html?seller_product=1,31
KE,JA868CP1KEJ3MNAFAMZ,Cream Bar Soap 1kg - pack of 10,Laundry,Detergent Pacs & Tablets,JAMAA,156,400,https://www.jumia.co.KE/43463749.html?seller_product=1,3
KE,PR258OT1JRV10NAFAMZ,Margarine – Original – 1kg,Food cupboard,Cooking & Baking,PRESTIGE,299,378,https://www.jumia.co.KE/40887639.html?seller_product=1,32
KE,PI756DB12X8JQNAFAMZ,Apple Juice – 1 Litre,Food cupboard,Cooking & Baking,Pick N' Peel,128,377,https://www.jumia.co.KE/43167356.html?seller_product=1,33
KE,GA297HB09H3X9NAFAMZ,Skin Active Hydrabomb Pomegranate Tissue Face Mask,Beauty & perfumes,Facial skincare,GARNIER,180,370,https://www.jumia.co.KE/18741951.html?seller_product=1,4
KE,EX715OT0DJQA5NAFAMZ,All-Purpose Fortified Wheat Flour - 2Kg,Food cupboard,Cooking & Baking,Exe,119,366,https://www.jumia.co.KE/33555722.html?seller_product=1,34
KE,GA297ST14ER6LNAFAMZ,Moisture Bomb Hyaluronic Acid & Orange Juice Eye Tissue Mask,Beauty & perfumes,Facial skincare,GARNIER,126,356,https://www.jumia.co.KE/35037876.html?seller_product=1,5
KE,GA297ST0T8KSYNAFAMZ,Even And Matte - Vitamin C Booster Serum,Beauty & perfumes,Facial skincare,GARNIER,1250,337,https://www.jumia.co.KE/47090194.html?seller_product=1,6
KE,NU749OT19CAQXNAFAMZ,Sugar - 2kg.,Food cupboard,Cooking & Baking,Kabras,255,337,https://www.jumia.co.KE/12565167.html?seller_product=1,35
KE,ME104CP1N6B80NAFAMZ,Cream Bar Soap - 1kg,Laundry,Detergent Pacs & Tablets,Menengai,183,332,https://www.jumia.co.KE/42819399.html?seller_product=1,4
KE,TO971FF0C5IMWNAFAMZ,Vegetable Oil - 5ltr,Food cupboard,Cooking & Baking,Top Fry,1161,329,https://www.jumia.co.KE/42821402.html?seller_product=1,36
KE,GE840AA1DLOCZNAFAMZ,Elastic Belt Corset Tummy Shaper,Women's clothing,Shirts & Blouses,Fashion,399,321,https://www.jumia.co.KE/13521338.html?seller_product=1,1
KE,NU750FF0XT75UNAFAMZ,Secrets Coconut Creams - 80g,Food cupboard,Cooking & Baking,Nuvita,30,318,https://www.jumia.co.KE/43698765.html?seller_product=1,37
KE,GA297HB0QCK17NAFAMZ,Pure Active 3 In1 Charcoal Anti Blackhead Mask Wash Scrub -150ml,Beauty & perfumes,Facial skincare,GARNIER,699,315,https://www.jumia.co.KE/15855244.html?seller_product=1,7
KE,LA651ST0T5CXANAFAMZ,Teeth Whitening Essence Removes Plaque,Beauty & perfumes,Hygiene,Lanbena,330,309,https://www.jumia.co.KE/49885984.html?seller_product=1,1
KE,BA652DR14OWWPNAFAMZ,Blended Scotch Whiskey -  750 Ml.,Food cupboard,Cooking & Baking,BALLANTINE,1080,307,https://www.jumia.co.KE/33074386.html?seller_product=1,38
KE,TO971FF1BVIXKNAFAMZ,Vegetable Oil - 1ltr,Food cupboard,Cooking & Baking,Top Fry,276,304,https://www.jumia.co.KE/42821408.html?seller_product=1,39
KE,NU749OT117F8MNAFAMZ,Packed Sugar – 1Kg,Food cupboard,Cooking & Baking,Nutrameal,129,298,https://www.jumia.co.KE/43129426.html?seller_product=1,40
KE,BL527DR0TAFKANAFAMZ,Scotch Whisky - 750ml,Food cupboard,Cooking & Baking,Black & White,645,289,https://www.jumia.co.KE/49559194.html?seller_product=1,41
KE,SP411FF0M8S2ENAFAMZ,Spaghetti - 400g,Food cupboard,Cooking & Baking,Spago,65,288,https://www.jumia.co.KE/47116373.html?seller_product=1,42
KE,NE683OT1LF4TPNAFAMZ,Classic Instant Coffee 1.6 g,Food cupboard,Cooking & Baking,NESCAFE,5,285,https://www.jumia.co.KE/50244469.html?seller_product=1,43
KE,NU749OT0V936UNAFAMZ,Packed Sugar – 2Kg,Food cupboard,Cooking & Baking,Nutrameal,249,284,https://www.jumia.co.KE/43129425.html?seller_product=1,44
KE,KA729OT1FAPFINAFAMZ,Premium White Sugar – 1kg,Food cupboard,Cooking & Baking,Kabras,123,282,https://www.jumia.co.KE/43995168.html?seller_product=1,45
KE,SO579OT0JYNK8NAFAMZ,Virgin Toilet Paper 10 Pack,Home,Home Fixture,Softleaf,140,281,https://www.jumia.co.KE/44592533.html?seller_product=1,1
KE,XI996MP0DRB4DNAFAMZ,"Redmi 9A 6.53"", 2GB RAM+32GB, 5000mAh, Dual SIM, 4G LTE - Sky Blue",Phones,Mobile Phones,Xiaomi,9800,277,https://www.jumia.co.KE/33190132.html?seller_product=1,1
KE,SO771OT0WC2F5NAFAMZ,Maize Meal Fortified With Vitamins And Minerals - 2kg,Food cupboard,Cooking & Baking,Soko,112,270,https://www.jumia.co.KE/12701345.html?seller_product=1,46
KE,TG833EA1DYFI6NAFAMZ,Portable Wireless Bluetooth Speaker-Black,"TVs, Audio and Video",Hi-Fi & Stereo,T&G,818,270,https://www.jumia.co.KE/28570938.html?seller_product=1,1
KE,HP246EA0ZI4SWNAFAMZ,V250W Flash Disk With Clip - 64GB - Silver,Computing,Storage,HP,740,268,https://www.jumia.co.KE/29523695.html?seller_product=1,2
KE,FA113SL0B9ETQNAFAMZ,6 Pack Checked Soft Cotton Boxers Assorted,Men's clothing,Underwear,Fashion,497,267,https://www.jumia.co.KE/49841981.html?seller_product=1,1
KE,KC223DB10EOCSNAFAMZ,Gold Crown Long Life Milk 500ml fino - Pack of 12,Food cupboard,Cooking & Baking,KCC,630,265,https://www.jumia.co.KE/42905116.html?seller_product=1,47
KE,AQ014OT16BK5CNAFAMZ,Water - 18.5 Litres - Disposable Bottle,Food cupboard,Cooking & Baking,Aquamist,400,263,https://www.jumia.co.KE/238017.html?seller_product=1,48
KE,TO509OT1A3UKLNAFAMZ,Blue Detergent Powder plastic container - 1kg,Household care,House Hold Sundries,Toss,188,258,https://www.jumia.co.KE/52914477.html?seller_product=1,3
KE,CH143FF14EG6SNAFAMZ,Baking Powder – 100g,Food cupboard,Cooking & Baking,CHAPA MANDASHI,22,258,https://www.jumia.co.KE/40885876.html?seller_product=1,49
KE,AN944HA0FHI99NAFAMZ,2L Electric Automatic Kettle + 1 Spoon 1 Fork.,Appliances,Small Appliance,Annov,799,257,https://www.jumia.co.KE/35011062.html?seller_product=1,1
KE,SO771FF14886ANAFAMZ,Wheat flour - 2Kg,Food cupboard,Cooking & Baking,Soko,137,256,https://www.jumia.co.KE/28486576.html?seller_product=1,50
KE,FA113SL1EDHZDNAFAMZ,6Pcs Pure Cotton Checked Men's Boxers – Multicolor,Men's clothing,Underwear,Fashion,802,254,https://www.jumia.co.KE/33601648.html?seller_product=1,2
KE,FA113SL0HYEB7NAFAMZ,4PCs Most Beautiful Printed Seamless Panties(Hips 38-44inches),Women's clothing,Underwear,Fashion,598,253,https://www.jumia.co.KE/32385103.html?seller_product=1,1
KE,GE840ST0WRL9INAFAMZ,20Pcs Makeup Brushes Makeup Tools-Black,Beauty & perfumes,Make up,Generic,393,252,https://www.jumia.co.KE/28943055.html?seller_product=1,1
KE,JA384DR0D7G5ZNAFAMZ,Irish Whiskey - 1 Litre,Food cupboard,Cooking & Baking,JAMESON,1699,252,https://www.jumia.co.KE/15528122.html?seller_product=1,51
KE,GE840BN0DONEANAFAMZ,Set Of 2 Bed Pillow (Pair- Pure Fibre Filled).,Home,Bedding,Generic,799,248,https://www.jumia.co.KE/47058922.html?seller_product=1,1
KE,V9509EA0GDTTLNAFAMZ,Earhook Bluetooth Earphone Headset Mic Handsfree,Phones,Mobile Accessories,V9,315,245,https://www.jumia.co.KE/33091572.html?seller_product=1,1
KE,NU749OT0V936UNAFAMZ,Packed Sugar – 2Kg,Food cupboard,Cooking & Baking,Nutrameal,255,244,https://www.jumia.co.KE/43129425.html?seller_product=1,52
KE,XI996MP049V77NAFAMZ,"Redmi 9A, 6.53"", 2GB+32GB, 13.0MP, 5000mAh, 4G LTE, Dual SIM - Grey",Phones,Mobile Phones,Xiaomi,9800,244,https://www.jumia.co.KE/30887170.html?seller_product=1,2
KE,DR647ST16FSOSNAFAMZ,Vitamin C Face Cream + Face Serum + Eye Serum,Beauty & perfumes,Facial skincare,Dr. Rashel,989,242,https://www.jumia.co.KE/29808217.html?seller_product=1,8
KE,FA113MW0SV2A8NAFAMZ,5PCs Finest Comfort Cotton Freesize Unisex Ankle Socks,Men's accessories,Socks,Fashion,160,241,https://www.jumia.co.KE/44587484.html?seller_product=1,2
KE,UN231ST182YCMNAFAMZ,Sheet Mask Multipack Bundle,Beauty & perfumes,Facial skincare,UNCOVER,299,240,https://www.jumia.co.KE/43904047.html?seller_product=1,9
KE,KP351FF0HMKT6NAFAMZ,Long Grain Rice - 5kg,Food cupboard,Cooking & Baking,KPL,559,239,https://www.jumia.co.KE/47860692.html?seller_product=1,53
KE,DR647ST1CHVZQNAFAMZ,Vitamin C Brightening & Anti-Aging Face Serum -50ml.,Beauty & perfumes,Facial skincare,Dr. Rashel,325,238,https://www.jumia.co.KE/28165418.html?seller_product=1,10
KE,GA297HB0E2T79NAFAMZ,Skin Active Hydrabomb Chamomile Tissue Face Mask,Beauty & perfumes,Facial skincare,GARNIER,180,237,https://www.jumia.co.KE/18754632.html?seller_product=1,11
KE,GE090ST0LA33DNAFAMZ,Professional Hair Clipper /Shaving Machine-Kinyozi,Beauty & perfumes,Body shop,Geemy,870,229,https://www.jumia.co.KE/50524753.html?seller_product=1,1
KE,GE840PB14O6S6NAFAMZ,Electric Automatic Rechargeable Water Dispenser Pump,Home,Home Fixture,Generic,599,227,https://www.jumia.co.KE/47131386.html?seller_product=1,2
KE,SU503DR18R770NAFAMZ,Multipurpose Short Bar 175g,Laundry,Detergent Pacs & Tablets,Sunlight,40,223,https://www.jumia.co.KE/4127157.html?seller_product=1,5
KE,KC223DB078FPONAFAMZ,Gold Crown Long Life Milk 500ml pouch- Pack of 12,Food cupboard,Cooking & Baking,KCC,584,221,https://www.jumia.co.KE/42905121.html?seller_product=1,54
KE,GA297HB1KPY84NAFAMZ,Skin Active Hydrabomb Green Tea Tissue Face Mask,Beauty & perfumes,Facial skincare,GARNIER,180,219,https://www.jumia.co.KE/25296259.html?seller_product=1,12
KE,AR681DR0Y6ISENAFAMZ,1kg Touch Of Downy Hand Washing Powder,Household care,House Hold Sundries,ARIEL,224,219,https://www.jumia.co.KE/3211475.html?seller_product=1,4
KE,SE871DR0QZJRSNAFAMZ,Imperial Blue Whisky - 750ml,Food cupboard,Cooking & Baking,Seagrams,550,218,https://www.jumia.co.KE/682354.html?seller_product=1,55
KE,GA297ST19X1BXNAFAMZ,Micellar Cleansing Water With Vitamin C,Beauty & perfumes,Facial skincare,GARNIER,474,217,https://www.jumia.co.KE/39042177.html?seller_product=1,13
KE,KA729OT1FAPFINAFAMZ,Premium White Sugar – 1kg,Food cupboard,Cooking & Baking,Kabras,135,217,https://www.jumia.co.KE/43995168.html?seller_product=1,56
KE,FA113SL1EDHZDNAFAMZ,6Pcs Pure Cotton Checked Men's Boxers – Multicolor,Men's clothing,Underwear,Fashion,805,214,https://www.jumia.co.KE/33601648.html?seller_product=1,3
KE,BL276FF0GDZOQNAFAMZ,Peanut Butter Crunchy – 400g,Food cupboard,Cooking & Baking,Blue Band,200,213,https://www.jumia.co.KE/43662572.html?seller_product=1,57
KE,GE840EA1MM2KMNAFAMZ,Wireless Earbuds Bluetooth Earphones In-Ear Headset With Charging Box,Phones,Mobile Accessories,Generic,500,205,https://www.jumia.co.KE/49474489.html?seller_product=1,2
KE,AJ428FF0DRVIANAFAMZ,Home Baking Flour – 1kg,Food cupboard,Cooking & Baking,Ajab,79,204,https://www.jumia.co.KE/45553132.html?seller_product=1,58
KE,JA868CP18HV02NAFAMZ,White Bar Soap  - 1kg,Laundry,Detergent Pacs & Tablets,JAMAA,140,203,https://www.jumia.co.KE/43463747.html?seller_product=1,6
KE,DA410DB0RJ1F2NAFAMZ,Fino Milk 500ml – Pack of 12,Food cupboard,Cooking & Baking,DAIMA,588,203,https://www.jumia.co.KE/43973264.html?seller_product=1,59
KE,ZU154HB12NLWUNAFAMZ,Pure Luxury Bathing Bar - 100g,Beauty & perfumes,Body shop,Zuri,17,202,https://www.jumia.co.KE/49862946.html?seller_product=1,2
KE,BR195DB09LE30NAFAMZ,UHT Fino Carton - 500ml,Food cupboard,Cooking & Baking,Brookside,50,202,https://www.jumia.co.KE/27541161.html?seller_product=1,60
KE,AN944HA0FHI99NAFAMZ,2L Electric Automatic Kettle + 1 Spoon 1 Fork.,Appliances,Small Appliance,Annov,899,198,https://www.jumia.co.KE/35011062.html?seller_product=1,2
KE,MA274HB1IV2K8NAFAMZ,Superstay Matte Ink Liquid Lipstick - 20 Pioneer,Beauty & perfumes,Makeup,Maybelline New York,1020,198,https://www.jumia.co.KE/2984129.html?seller_product=1,1
KE,GE840ST18J0BSNAFAMZ,2 In 1 Curling Iron Hair Straightener Flat Iron Styling Tools,Beauty & perfumes,Hair care,Generic,600,195,https://www.jumia.co.KE/29998747.html?seller_product=1,1
KE,FA113AA06E7W9NAFAMZ,3PACK Pure Cotton Brief Boxers Men's Underwear,Men's clothing,Underwear,Fashion,489,195,https://www.jumia.co.KE/31114701.html?seller_product=1,4
KE,LA651ST1D0RBCNAFAMZ,Brown& Yellow Teeth Whitening Essence Formula,Beauty & perfumes,Hygiene,Lanbena,329,193,https://www.jumia.co.KE/48563328.html?seller_product=1,2
KE,KE885FF0KARW0NAFAMZ,Iodized Table Salt – 1kg,Food cupboard,Cooking & Baking,Kensalt,35,192,https://www.jumia.co.KE/42059043.html?seller_product=1,61
KE,SU503CP0W8W9SNAFAMZ,Hand Washing Powder 1Kg + Free 175g Soap,Household care,House Hold Sundries,Sunlight,257,186,https://www.jumia.co.KE/48726145.html?seller_product=1,5
KE,FA113AA06E7W9NAFAMZ,3PACK Pure Cotton Brief Boxers Men's Underwear,Men's clothing,Underwear,Fashion,489,182,https://www.jumia.co.KE/31114701.html?seller_product=1,5
KE,NU749OT117F8MNAFAMZ,Packed Sugar – 1Kg,Food cupboard,Cooking & Baking,Nutrameal,137,182,https://www.jumia.co.KE/43129426.html?seller_product=1,62
KE,SA948MP199GEKNAFAMZ,Galaxy A12 – 6.5? – 64GB ROM + 4GB RAM – Dual SIM – Blue,Phones,Mobile Phones,Samsung,16499,182,https://www.jumia.co.KE/48832067.html?seller_product=1,3
KE,GA297HB0CU5SCNAFAMZ,Protection 6 In 1 Floral Fresh Womens Roll-on - 50ml,Beauty & perfumes,Body shop,GARNIER,159,181,https://www.jumia.co.KE/27526512.html?seller_product=1,3
KE,BR680CP1DNFG5NAFAMZ,DishWashing Paste S/Lime 250g +FREE 250g,Household care,Dishwashing,Ezee,100,180,https://www.jumia.co.KE/39249338.html?seller_product=1,1
KE,RA759OT12DF4BNAFAMZ,Rice Everyday - 2Kg,Food cupboard,Cooking & Baking,Ranee,199,180,https://www.jumia.co.KE/13515446.html?seller_product=1,63
KE,PE754OT0JOIKPNAFAMZ,Maize Meal Fortified With Vitamins And Minerals - 2Kg,Food cupboard,Cooking & Baking,Pembe,112,177,https://www.jumia.co.KE/12565033.html?seller_product=1,64
KE,UM548MP0JTJU3NAFAMZ,"A7S 2GB,32GB (13MP+8MP+2MP)+8MP Infrared Temperature Sensor 6.53"" Android-Grey",Phones,Mobile Phones,UMIDIGI,4999,175,https://www.jumia.co.KE/53419233.html?seller_product=1,4
KE,BM953HA0WR2AGNAFAMZ,"2L HAND MIXER WITH  STEEL BOWL 7 SPEED SETTINGS, 130 WATTS",Appliances,Small Appliance,BM SATELLITE,750,173,https://www.jumia.co.KE/29301055.html?seller_product=1,3
KE,EX715FF1DR7DQNAFAMZ,Jogoo Maize Meal  2kg (2pcs),Food cupboard,Cooking & Baking,Exe,221,173,https://www.jumia.co.KE/26407538.html?seller_product=1,65
KE,FA113FC13KUBNNAFAMZ,3 In 1 Ladies Handbags Set Women Shoulder Bags Leather Waterproof-Black,Women's accessories,Bags,Fashion,1139,173,https://www.jumia.co.KE/34477466.html?seller_product=1,2
KE,ME104CP1J2F5CNAFAMZ,Cream Bar Soap - 800g,Laundry,Detergent Pacs & Tablets,Menengai,145,172,https://www.jumia.co.KE/42819429.html?seller_product=1,7
KE,GA297ST0T8KSYNAFAMZ,Even And Matte - Vitamin C Booster Serum,Beauty & perfumes,Facial skincare,GARNIER,1400,171,https://www.jumia.co.KE/47090194.html?seller_product=1,14
KE,RA589HA0XLUFJNAFAMZ,Stainless Steel 2.2 Cordless Kettle,Appliances,Small Appliance,Rashnik,799,171,https://www.jumia.co.KE/34564465.html?seller_product=1,4
KE,QW220EA1HPI6LNAFAMZ,32GB Memory Cards High Speed-Blue,Computing,Storage,Qwen,399,169,https://www.jumia.co.KE/31690209.html?seller_product=1,3
KE,GE840FC0QCAVSNAFAMZ,Men Wallets Men Fashion Bags,Men's accessories,Wallets,Generic,393,169,https://www.jumia.co.KE/29934244.html?seller_product=1,1
KE,ME104HB16EAJLNAFAMZ,Detergent Cream Bar Soap  - 1kg,Laundry,Detergent Pacs & Tablets,Menengai,162,166,https://www.jumia.co.KE/12701217.html?seller_product=1,8
KE,GE840EA0W7BO9NAFAMZ,Smart Watch Sports Fit Tracker Wristband Bracelet,Phones,Mobile Accessories,Generic,799,166,https://www.jumia.co.KE/33498045.html?seller_product=1,3
KE,SU503DR0SLIT4NAFAMZ,Regular Laundry Bar Soap 900g,Laundry,Detergent Pacs & Tablets,Sunlight,160,165,https://www.jumia.co.KE/433084.html?seller_product=1,9
KE,TO498FF06VO2GNAFAMZ,Poa Toilet Paper Pink 10 Pack Wrapped,Household care,House Hold Sundries,Toilex,124,165,https://www.jumia.co.KE/42255511.html?seller_product=1,6
KE,FA113SL1EDHZDNAFAMZ,6Pcs Pure Cotton Checked Men's Boxers – Multicolor,Men's clothing,Underwear,Fashion,805,165,https://www.jumia.co.KE/33601648.html?seller_product=1,6
KE,NU749OT19CAQXNAFAMZ,Sugar - 2kg.,Food cupboard,Cooking & Baking,Kabras,245,164,https://www.jumia.co.KE/12565167.html?seller_product=1,66
KE,DR647ST10QTXJNAFAMZ,Vitamin C Brightening & Anti-Aging Face Serum + Face Creme,Beauty & perfumes,Facial skincare,Dr. Rashel,599,162,https://www.jumia.co.KE/32081716.html?seller_product=1,15
KE,AN944HA0NXV1PNAFAMZ,"Automatic Electric Kettle, 2L+OTG Cable+Earphones",Appliances,Small Appliance,Annov,899,161,https://www.jumia.co.KE/35011204.html?seller_product=1,5
KE,GE855ST1FQD8HNAFAMZ,Shea & Almond Beauty Bar Soap - 125g,Beauty & perfumes,Body shop,Geisha,69,161,https://www.jumia.co.KE/52609868.html?seller_product=1,4
KE,GE840EA0ZQP4ENAFAMZ,Ultra Slim 2.4GHz Optical Wireless Mouse+Receiver,Computing,Peripherals & Accessories,Generic,299,159,https://www.jumia.co.KE/47123006.html?seller_product=1,1
KE,GA297ST0XZUJ0NAFAMZ,New Skin Care Essentials Pack,Beauty & perfumes,Facial skincare,GARNIER,1866,158,https://www.jumia.co.KE/25899075.html?seller_product=1,16
KE,HO726OT0CDIAQNAFAMZ,Maize Meal 2kg,Food cupboard,Cooking & Baking,Hostess,145,156,https://www.jumia.co.KE/43658702.html?seller_product=1,67
KE,RO763DR0N9O0YNAFAMZ,Stock Cube Beef Seasoning 40x4g.,Food cupboard,Cooking & Baking,Royco,135,156,https://www.jumia.co.KE/1228093.html?seller_product=1,68
KE,KE052FF1K3XQ6NAFAMZ,Mooz Maziwa Candy 1 Packet X 80 Pieces,Food cupboard,Cooking & Baking,Kenafric,60,156,https://www.jumia.co.KE/47124249.html?seller_product=1,69
KE,EX715OT15HLS2NAFAMZ,All Purpose Flour 2Kg,Food cupboard,Cooking & Baking,Exe,143,155,https://www.jumia.co.KE/43658696.html?seller_product=1,70
